id,date,type,city,state,ideology,group,description,image
9898,Aug-19,Anti-Semitic Incident:Harassment,Novato,CA,,,An anti-Semitic flier that suggested Jews and Israelis were responsible for the 9/11 terrorist attacks was distributed at a Safeway supermarket and other storefronts.,
9899,Aug-19,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Confidential,
9900,Aug-19,Anti-Semitic Incident:Harassment,Diamond Springs,CA,,,A synagogue received an anti-Semitic conspiratorial email.,
9901,Aug-19,Anti-Semitic Incident:Harassment,Poway,CA,,,A synagogue received an anti-Semitic conspiratorial email.,
9902,Aug-19,Anti-Semitic Incident:Harassment,Pacific Palisades,CA,,,"Cameron Brunson Blake, 34, yelled ""das Juden"" and several other slurs and profanities at a man and his daughter in the Pacific Palisades area of Los Angeles. He was later arrested. Blake has possible ties to a neo-Nazi group.",
9903,Aug-19,Anti-Semitic Incident:Harassment,Novato,CA,,,At least a dozen anti-Semitic fliers were posted at San Marin high School that accused Jews and Israelis of being responsible for the 9/11 terrorist attacks.,
9904,Aug-19,Anti-Semitic Incident:Harassment,Santa Rosa,CA,,,Anti-Semitic fliers that accused Jews and Israelis of being responsible for the 9/11 terrorist attacks were posted at Santa Rosa Junior College.,
9905,Aug-19,Anti-Semitic Incident:Harassment,Denver,CO,,,Multiple synagogue staff received anti-Semitic email.,
9906,Aug-19,Anti-Semitic Incident:Harassment,Greenwich,CT,,,Anti-Semitic letters that claimed Jews were trying to take guns away from black people was sent to members of a gun reform non-profit.,
9907,Aug-19,Anti-Semitic Incident:Harassment,Stamford,CT,,,Anti-Semitic letters that claimed Jews were trying to take guns away from black people was sent to members of a gun reform non-profit.,
9908,Aug-19,Anti-Semitic Incident:Harassment,Guilford,CT,,,Anti-Semitic letters that claimed Jews were trying to take guns away from black people was sent to members of a gun reform non-profit.,
9909,Aug-19,Anti-Semitic Incident:Harassment,Miami Beach,FL,,,Individual entered a synagogue and made anti-Semitic comments to the synagogue staff.,
9910,Aug-19,Anti-Semitic Incident:Harassment,Brandon,FL,,,A synagogue received an anti-Semitic conspiratorial email.,
9911,Aug-19,Anti-Semitic Incident:Harassment,Miami,FL,,,"Jewish organization received an anti-Semitic voicemail in which they were told, ""You might want to tell them Jews to behave or it is going to get dangerous, I mean real fucking dangerous.""",
9912,Aug-19,Anti-Semitic Incident:Harassment,DeLand,FL,,,Hanson Larkin was arrested on federal charges of interstate transmission of threatening communications after sending numerous text messages threatening to kill Jews when a Jewish man rejected his romantic advances.,
9913,Aug-19,Anti-Semitic Incident:Harassment,Atlanta,GA,,,Jewish person targeted with anti-Semitic slur.,
9914,Aug-19,Anti-Semitic Incident:Harassment,Chicago,IL,,,"A woman yelled, ""you f---ing Jew"" from her car as she passed a Jewish individual walking down the street.",
9915,Aug-19,Anti-Semitic Incident:Harassment,Grayslake,IL,,,High school science teacher made insensitive comments about the Holocaust in presence of Jewish student.,
9916,Aug-19,Anti-Semitic Incident:Harassment,Boston,MA,,,"Unknown perpetrator yelled ""Zieg Heil"" and gave Nazi salute towards Jewish individual.",
9917,Aug-19,Anti-Semitic Incident:Harassment,Eastham,MA,,,Anti-Semitic bullying of high school student.,
9918,Aug-19,Anti-Semitic Incident:Harassment,Dearborn Heights,MI,,,Individual was verbally harassed and threatened for being Jewish.,
9919,Aug-19,Anti-Semitic Incident:Harassment,West Saint Paul,MN,,,"During a dispute, neighbor told Jewish couple, ""I should shoot you like the rest of the Jews."" At other times, the neighbor said, ""I want nothing to do with you Jews"" and used an anti-Semitic slur.",
9920,Aug-19,Anti-Semitic Incident:Harassment,Livingston,NJ,,,Driver made an obscene gesture and anti-Semitic reference to another driver.,
9921,Aug-19,Anti-Semitic Incident:Harassment,Ewing,NJ,,,"Individual consistently yells at passersby anti-Semitic, racist, and Islamophobic slurs.",
9922,Aug-19,Anti-Semitic Incident:Harassment,Teaneck,NJ,,,Jewish individual received anti-Semitic comments on his YouTube video.,
9923,Aug-19,Anti-Semitic Incident:Harassment,New York,NY,,,Taxi driver made anti-Semitic remarks to customer.,
9924,Aug-19,Anti-Semitic Incident:Harassment,Ridgewood,NY,,,"Anti-Semitic fliers that included an image of a kippah with a Jewish Star and the words, ""Worthless fucking cancer filled Jew"" discovered on a street in Ridgewood.",
9925,Aug-19,Anti-Semitic Incident:Harassment,Brooklyn,NY,,,"Jewish man walking on the street was verbally harassed and threatened by another person who said, ""Fuck you Jews. Keep walking before I kill you.""",
9926,Aug-19,Anti-Semitic Incident:Harassment,Mahopac,NY,,,Jewish couple experiencing ongoing anti-Semitic harassment by neighbor.,
9927,Aug-19,Anti-Semitic Incident:Harassment,Rego Park,NY,,,Individual received threatening text messages that included images of swastikas.,
9928,Aug-19,Anti-Semitic Incident:Harassment,Charlotte,NC,,,Instagram user sent direct messages to two other users that were anti-Semitic and threatening.,
9929,Aug-19,Anti-Semitic Incident:Harassment,Akron,OH,,,Holocaust denial fliers distributed in a residential neighborhood.,
9930,Aug-19,Anti-Semitic Incident:Harassment,New Middletown,OH,,,James P. Reardon was arrested and charged with making threats via Instagram against the Jewish Community Center of Youngstown.,
9931,Aug-19,Anti-Semitic Incident:Harassment,Philadelphia,PA,,,"Jewish woman found a letter on her door calling her a thief and a crook, as well as a ""Jew Rat.""",
9934,Aug-19,Anti-Semitic Incident:Harassment,Bayside,WI,,,"The Shul Center received a voicemail that included the threat, ""I will destroy you. I will destroy, individually. I will destroy you as a race.""",
9935,Aug-19,Anti-Semitic Incident:Harassment,Milwaukee,WI,,,"Passerby yelled ""Nazi"" at a Jewish man wearing a kippah.",
9936,Aug-19,Anti-Semitic Incident:Harassment,Madison,WI,,,A Star of David with a swastika inside it was drawn on a back to school chalkboard.,
10399,Aug-19,Anti-Semitic Incident:Vandalism,Tucson,AZ,,,"Anti-Semitic flier calling to ""remove the Jews from power over banking, media and government"" posted in public area.",
10400,Aug-19,Anti-Semitic Incident:Vandalism,Venice,CA,,,"Cameron Brunson Blake, 34, carved ""JUDE"" into the door of a synagogue. Blake has possible ties to neo-Nazi groups and was arrested for vandalizing the synagogue and verbally harassing passersby.",
10401,Aug-19,Anti-Semitic Incident:Vandalism,Los Angeles,CA,,,Swastika carving discovered on the wall in a bathroom at a restaurant.,
10402,Aug-19,Anti-Semitic Incident:Vandalism,Agoura Hills,CA,,,An etching of a swastika was discovered on the stall of a bathroom at a public high school with a large Jewish student population.,
10403,Aug-19,Anti-Semitic Incident:Vandalism,Valley Village,CA,,,"Someone shot at the Valley Village Community Kollel, a yeshiva for married men, with a BB gun.",
10404,Aug-19,Anti-Semitic Incident:Vandalism,Newtown,CT,,,"White supremacist symbols and ""Remember the Liberty"" graffitied on synagogue.",
10405,Aug-19,Anti-Semitic Incident:Vandalism,Miami,FL,,,"Bao Wow Burgers Bruh, a Jewish-owned food truck, was vandalized with swastika graffiti.",
10406,Aug-19,Anti-Semitic Incident:Vandalism,Chicago,IL,,,"Car and garage defaced with graffiti including a swastika, along with anti-Semitic and anti-black phrases.",
10407,Aug-19,Anti-Semitic Incident:Vandalism,Indianapolis,IN,,,Swastika found on dorm room wall.,
10408,Aug-19,Anti-Semitic Incident:Vandalism,Fairhaven,MA,,,"Swastika and ""KKK"" graffiti in public park.",
10409,Aug-19,Anti-Semitic Incident:Vandalism,Hingham,MA,,,Swastika graffiti in public park.,
10410,Aug-19,Anti-Semitic Incident:Vandalism,Stoughton,MA,,,Numerous swastikas graffitied in public park.,
10411,Aug-19,Anti-Semitic Incident:Vandalism,Minneapolis,MN,,,Graffiti with swastika and anti-Semitic slur found at Lake Harriet Community School's Upper Campus. ,
10412,Aug-19,Anti-Semitic Incident:Vandalism,Edina,MN,,,Swastika painted onto the cement in the parking lot at Bredesen Park.,
10413,Aug-19,Anti-Semitic Incident:Vandalism,Reno,NV,,,"Swastika graffiti discovered in a dorm at the University of Nevada, Reno.",
10414,Aug-19,Anti-Semitic Incident:Vandalism,Mount Olive Township,NJ,,,Two drunk teenagers defaced a various property at a condominium complex with swastika graffiti.,
10415,Aug-19,Anti-Semitic Incident:Vandalism,Oswego,NY,,,Swastikas etched into equipment at a playground.,
10416,Aug-19,Anti-Semitic Incident:Vandalism,Rego Park,NY,,,"An advertisement on the subway platform was vandalized with the words ""Hitler"" and ""Fuck Jews.""",
10417,Aug-19,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,A water fountain in a park was vandalized with swastika graffiti.,
10418,Aug-19,Anti-Semitic Incident:Vandalism,Queens,NY,,,Advertisements in a subway station were vandalized with swastika graffiti.,
10419,Aug-19,Anti-Semitic Incident:Vandalism,Oyster Bay,NY,,,Swastika graffiti discovered in Theodore Roosevelt Park.,
10420,Aug-19,Anti-Semitic Incident:Vandalism,Hunters Point,NY,,,Swastika vandalism discovered in a subway station.,
10421,Aug-19,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,"Swastikas and ""KKK"" were spray-painted in a stairwell of a residential building.",
10422,Aug-19,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,A poster in a subway station was vandalized with swastika graffiti.,
10423,Aug-19,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,"Hallways in a residential building were vandalized with swastika and ""KKK"" graffiti.",
10424,Aug-19,Anti-Semitic Incident:Vandalism,Commack,NY,,,A swastika was found sketched onto the concrete at Sunshine Acres Park.,
10425,Aug-19,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,"Swastika vandalism discovered in a bathroom at a subway station. The swastikas were accompanied by the message, ""MINNUCO, GRAZIANO, MEXICANO, DOMINICANO WE HATE JEWS.""",
10426,Aug-19,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Swastika vandalism discovered in a subway station.,
10427,Aug-19,Anti-Semitic Incident:Vandalism,Jamestown,NY,,,Local business vandalized with swastika graffiti.,
10428,Aug-19,Anti-Semitic Incident:Vandalism,Atlantic Beach,NY,,,Anti-Semitic writing on shed.,
10429,Aug-19,Anti-Semitic Incident:Vandalism,Port Washington,NY,,,Swastika vandalism.,
10430,Aug-19,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,"A backwards swastika, the words ""Heil Hitler,"" and the message ""MTA sucks"" was found inside an F train subway car.",
10431,Aug-19,Anti-Semitic Incident:Vandalism,Breezy Point,NY,,,"The playground at Silver Gull Beach Club in Queens was vandalized with anti-Semitic and racist graffiti that included a swastika, the n-word, the messages ""Heil Hitler"" and ""gas chambers.""",
10432,Aug-19,Anti-Semitic Incident:Vandalism,Tipp City,OH,,,Police report swastika vandalism discovered at three locations over August 4 and 5.,
10433,Aug-19,Anti-Semitic Incident:Vandalism,Tacoma,WA,,,Swastika vandalism discovered at Browns Point Lighthouse Park.,
10572,Aug-19,Anti-Semitic Incident:Assault,Brooklyn,NY,,,A Hasidic Jewish man was attacked and sprayed with an unknown substance.,
10573,Aug-19,Anti-Semitic Incident:Assault,Brooklyn,NY,,,"A Jewish man was sitting in his delivery truck when someone threw a rock that went through the driver's side of the window, which hit him in the eye.",
10574,Aug-19,Anti-Semitic Incident:Assault,New York,NY,,,"Assailant threw a book and told victim ""Jews are rapists, murderers, and thieves."" He also called the victim a kike.",
10575,Aug-19,Anti-Semitic Incident:Assault,Brooklyn,NY,,,"Jewish man was told ""Fuck you Jew"" and had a beer bottle thrown at him and hit in the face with one of the attackers' belts.",
10576,Aug-19,Anti-Semitic Incident:Assault,Highland Mills,NY,,,Jewish people walking home from Friday night services were physically assaulted by a group of people driiving around in a car.,
11869,Aug-19,Anti-Semitic Incident:Harassment,Newport Beach,CA,,,Someone drew a cartoon face with a swastika on it and a Jewish neighbor's name on a surfboard in the front yard of another neighbor.,
11870,Aug-19,Anti-Semitic Incident:Vandalism,Lynn,MA,,,Mural vandalized with Nazi symbol and Hitler mustache.,
11872,Aug-19,Anti-Semitic Incident:Assault,Los Angeles,CA,,,"Assailant told victim ""I hate Jews,"" and then attacked the victim with a stick.",
11873,Aug-19,Anti-Semitic Incident:Vandalism,West Hollywood,CA,,,A swastika was drawn onto a construction barrier in front of a synagogue.,
11874,Aug-19,Anti-Semitic Incident:Harassment,Costa Mesa,CA,,,Jewish family victims of ongoing anti-Semitic harassment by a former client who sends them graphic anti-Semitic messages and threats via text message.,
11875,Aug-19,Anti-Semitic Incident:Harassment,Philadelphia,PA,,,Individual made derogatory and anti-Semitic statements.,
11876,Aug-19,Anti-Semitic Incident:Vandalism,Queens,NY,,,"Individual discovered that his car had been vandalized with a swastika, ""FU,"" and phallic imagery. ",
11877,Aug-19,Anti-Semitic Incident:Vandalism,Tusten,NY,,,A swastika and phallic imagery were spray-painted on a stop sign.,
11878,Aug-19,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,"Individual yelled, ""watch out Juden"" at a passerby.",
11879,Aug-19,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Fecal matter was used to shape a swastika left at a business establishment.,
11880,Aug-19,Anti-Semitic Incident:Harassment,Cherry Hill,NJ,,,Individual directed Nazi salutes and slogans at another individual in a harassing manner.,
11881,Aug-19,Anti-Semitic Incident:Vandalism,West Hills,CA,,,A swastika was drawn on a trash bin.,
11882,Aug-19,Anti-Semitic Incident:Harassment,Mahwah,NJ,,,"A woman in a park harassed other people by yelling anti-Semitic slurs including, ""All Jews are murderers"" as well as references to Hitler and Auschwitz.",
11883,Aug-19,Anti-Semitic Incident:Vandalism,Fanwood,NJ,,,Four swastikas and the n-word were drawn on a picnic table at a park.,
11884,Aug-19,Anti-Semitic Incident:Harassment,New York,NY,,,"A man stood in a heavily trafficked area holding a sign that read, ""Jeffrey Epstein, Harvey Weinstein targeted non-Jews for rape.""",
11885,Aug-19,Anti-Semitic Incident:Harassment,Concord,MA,,,Confidential,
11886,Aug-19,Anti-Semitic Incident:Vandalism,Tewksbury Township,NJ,,,"Graffiti that included swastikas, the n-word, phallic symbols, a Star of David, and ""911 was an inside job"" was found inside a school.",
11887,Aug-19,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,"Business received a phone call in which the caller stated, ""All Jews should die.""",
11888,Aug-19,Anti-Semitic Incident:Vandalism,Queens,NY,,,"A swastika and the words ""white power"" were found written in a restroom in a subway station.",
11889,Aug-19,Anti-Semitic Incident:Vandalism,Pitman,NJ,,,Anti-Semitic and homophobic message spray-painted on the door of a park auditorium.,
11891,Aug-19,Anti-Semitic Incident:Vandalism,Corona,NY,,,"Two swastikas and the message, ""We can't all be stopped 1488"" were written on a bus.",
11892,Aug-19,Anti-Semitic Incident:Harassment,Buckeye,AZ,,,"In an effort to harass and intimidate others, a man in a grocery store wore a baseball cap with a swastika drawn on it.",
11893,Aug-19,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Swastika vandalism discovered in a homeless shelter.,
11894,Aug-19,Anti-Semitic Incident:Vandalism,Queens,NY,,,Taxi driver's car vandalized with a drawing of a swastika and the SS lightening bolts.,
11895,Aug-19,Anti-Semitic Incident:Harassment,Boulder,CO,,,A Jewish boy on a club soccer team was harassed by a teammate who told him he should not be allowed to play because he is Jewish.,
11896,Aug-19,Anti-Semitic Incident:Assault,Rosemont,PA,,,Confidential,
11898,Aug-19,Anti-Semitic Incident:Assault,West Hills,CA,,,"Individual struck by a cyclist who called the victim a ""fucking Jew.""",
11899,Aug-19,Anti-Semitic Incident:Harassment,Lakewood,NJ,,,"A medical office received a letter in the mail with a message that read, ""Fuck you psycho Jews.""",
11900,Aug-19,Anti-Semitic Incident:Harassment,Minneapolis,MN,,,Fliers for an anti-Israel and anti-Semitic book were left in a Little Free library.,
11901,Aug-19,Anti-Semitic Incident:Vandalism,San Diego,CA,,,Someone fired a gun at Temple Emanu-El leaving bullet holes in the exterior of the synagogue. The synagogue was vacant at the time of the shooting.,
11902,Aug-19,Anti-Semitic Incident:Harassment,Fort Lauderdale,FL,,,Individual received anti-Semitic and harassing messages via a dating app.,
11903,Aug-19,Anti-Semitic Incident:Harassment,Knoxville,TN,,,Jewish individual harassed on the street with anti-Semitic slurs.,
11904,Aug-19,Anti-Semitic Incident:Harassment,McComb,MS,,,"During a race equity training, a Jewish participant was told by an instructor that Jew are white supremacists.",
11905,Aug-19,Anti-Semitic Incident:Harassment,Cherry Hill,NJ,,,"Individual received a phone call in which they were called a ""Jew bastard.""",
12485,Aug-19,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Jewish individual received harassing anti-Semitic messages in a discord channel.,
12486,Aug-19,Anti-Semitic Incident:Harassment,Ann Arbor,MI,,,"Members of an anti-Israel and anti-Semitic group called Witness for Peace, protest outside a synagogue holding signs that read, ?Resist Jewish Power"" and ?Dual Loyalty?? Another sign depicts an Israeli flag with a red ?cross-out? symbol over it.",
12487,Aug-19,Anti-Semitic Incident:Vandalism,Pittsburgh,PA,,,"A parked car was vandalized with a swastika, the n-word, and the words ""white power.""",
12488,Aug-19,Anti-Semitic Incident:Harassment,Cheyenne,WY,,,"In an effort to harass other players, a player in an online game has the username ""Gas All Jews.""",
12489,Aug-19,Anti-Semitic Incident:Vandalism,Lakewood,NJ,,,"Someone slashed tires of vehicles in a predominantly Jewish neighborhood. According to law enforcement, suspect appeared to be targeting vehicles that belonged to Jewish residences.",
12490,Aug-19,Anti-Semitic Incident:Harassment,Melbourne,FL,,,"Bill Mick, a local radio host in Florida, provided a platform for a caller to give an anti-Semitic rant. Mick appeared to encourage the rant and appeared to agree with the caller.",
12491,Aug-19,Anti-Semitic Incident:Harassment,Denver,CO,,,A Jewish woman found herself to be a target of the white supremacist blog Vanguard News Network.,
12492,Aug-19,Anti-Semitic Incident:Harassment,Boston,MA,,,A Jewish woman discovered that she was a target of the white supremacist blog Vanguard News Network.,
12493,Aug-19,Anti-Semitic Incident:Harassment,New York,NY,,,At least five employees of a Jewish non-profit were targeted on the white supremacist blog Vanguard News Network.,
12494,Aug-19,Anti-Semitic Incident:Harassment,San Francisco,CA,,,Employees of a Jewish non-profit discovered that they were targets of the white supremacist blog Vanguard News Network.,
12495,Aug-19,Anti-Semitic Incident:Harassment,Somerville,MA,,,A Jewish woman discovered that she was a target of the white supremacist blog Vanguard News Network.,
12496,Aug-19,Anti-Semitic Incident:Harassment,New York,NY,,,A Jewish teenage girl was a target of the white supremacist blog Vanguard News Network.,
12497,Aug-19,Anti-Semitic Incident:Harassment,Brooklyn,NY,,,A Jewish woman discovered she was a target of the white supremacist blog Vanguard News Network.,
12498,Aug-19,Anti-Semitic Incident:Harassment,New York,NY,,,An employee of a Jewish non-profit organization discovered that she was a target of the white supremacist blog Vanguard News Network.,
12499,Aug-19,Anti-Semitic Incident:Harassment,New york,NY,,,A Jewish women discovered that she was a target on the white supremacist blog Vanguard News Network.,
12500,Aug-19,Anti-Semitic Incident:Harassment,New York,NY,,,Participants of a Jewish non-profit program discovered that they were targets of the white supremacist blog Vanguard News Network.,
12501,Aug-19,Anti-Semitic Incident:Harassment,Waltham,MA,,,A Jewish woman reported that her daughter and friend were targets of the white supremacist blog Vanguard News Network.,
12502,Aug-19,Anti-Semitic Incident:Vandalism,Wheeling,WV,,,"A mural was defaced to resemble Hitler and included the ""SS"" symbol.",
8305,7/31/19,White Supremacist Propaganda,Burlington,WA,Right Wing (White Supremacist),American Identity Movement,"American Identity Movement, an alt right group, distributed propaganda that read: ""Embrace your identity,"" ""Protect American workers,"" and ""Nationalism not globalism.""",https://www.adl.org/sites/default/files/2019-03/AIM%20Embrace%20your%20identity%20Sample.jpg
8801,7/31/19,White Supremacist Propaganda,Philadelphia,PA,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Blood and soil,"" ""Nationalism is nature,"" and ""Reject white guilt.""",
8763,7/30/19,White Supremacist Propaganda,Oak Harbor,WA,Right Wing (White Supremacist),American Identity Movement,"American Identity Movement, an alt right group, distributed propaganda that read: ""Protect American workers"" and ""Defend America.""",https://www.adl.org/sites/default/files/2019-03/AIM%20Defend%20America%20Sample.jpg
8990,7/30/19,White Supremacist Propaganda,Tonawanda,NY,Right Wing (White Supremacist),Honorable Sacred Knights,"Honorable Sacred Knights, a Klan group, distributed recruitment propaganda promoting an August Klan event in Madison, Indiana.",
10920,7/30/19,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,Columbus,GA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at a Georgia synagogue that read: ""Better dead than red"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20reclaim%20america_sample.jpg
8740,7/29/19,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,New Martinsville,WV,Right Wing (White Supremacist),Loyal White Knights,"Loyal White Knights, a Klan group, distributed recruitment fliers described as racist and anti-Semitic.",
8776,7/29/19,White Supremacist Propaganda,Omaha,NE,Right Wing (White Supremacist),Midwest Identity@protonmail.com,"An unknown person or group distributed propaganda that read: ""Missing. Have you seen me? Name: White Identity.""",
9013,7/29/19,White Supremacist Event,Union,AL,Right Wing (White Supremacist),League of the South,"Approximately five individuals associated with the League of the South, a white supremacist group, held a flash demonstration in front of the county courthouse in Union.",
8432,7/28/19,White Supremacist Propaganda,Davenport,IA,Right Wing (White Supremacist),National Alliance,"National Alliance, a neo-Nazi group, distributed fliers titled ""They Hate us.""",https://www.adl.org/sites/default/files/2019-09/National%20Alliance%20They%20Hate%20Us%20%28Iowa%20July%202019%29_sample.jpg
8586,7/28/19,White Supremacist Propaganda,Jackson,CA,Right Wing (White Supremacist),American Identity Movement,"American Identity Movement, an alt right group, distributed propaganda that read: ""Embrace your identity"" and ""Diversity destroys nations.""",https://www.adl.org/sites/default/files/2020-01/AIM_diversity%20destroys%20nations%20blue_sample.png
8715,7/28/19,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,Moundsville,WV,Right Wing (White Supremacist),Loyal White Knights,"Loyal White Knights, a Klan group, distributed recruitment fliers described as racist and anti-Semitic.",
8719,7/28/19,White Supremacist Propaganda,Murfreesboro,TN,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty and the pursuit of victory.""",https://www.adl.org/sites/default/files/2019-03/PF%20Life%20liberty%20and%20the%20pursuit%20of%20victory.jpg
9061,7/28/19,Extremist Murder,Boulder,CO,Right Wing (Anti-Government), ,"Alleged sovereign citizen Stephen Christopher Wolf was arrested on murder charges after police found Wolf sitting in the car of the victim, whose body was found in the trunk.",
8199,7/27/19,White Supremacist Event,Tazewell,TN,Right Wing (White Supremacist),American Christian Dixie Knights,"Approximately 30 individuals associated with the United Federation of Klans, American Christian Dixie Knights, United Klans of American, and the Nationalist Socialist Movement gathered in Tazewell. During the gathering the group burned a swastika and cross on private property.",
8349,7/27/19,White Supremacist Event,Cheyenne,WY,Right Wing (White Supremacist),American Identity Movement,"Approximately eight members of the American Identity Movement, an alt right group formerly known as Identity Evropa, dropped a banner from a building roof along the route of the Frontier Days grand parade. The banner read, ""Defend America Deport them all.""",
8387,7/27/19,White Supremacist Propaganda,Colorado Springs,CO,Right Wing (White Supremacist),American Identity Movement,"American Identity Movement, an alt right group, distributed propaganda at the University of Colorado that read: ""Embrace your identity"" and ""Defend America.""",https://www.adl.org/sites/default/files/2019-03/AIM%20Embrace%20your%20identity%20Sample.jpg
8439,7/27/19,White Supremacist Event,Denton,TX,Right Wing (White Supremacist),Patriot Front,"Approximately 20 individuals associated with Patriot Front, an alt right group, held a flash demonstration in front of Rubber Gloves Rehearsal Studio where they shouted, ""Reclaim America"" and ""Life liberty victory!""",
8920,7/27/19,White Supremacist Propaganda,San Jose,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered"" and ""Better dead than red.""",https://www.adl.org/sites/default/files/2019-03/PF%20Better%20dead%20than%20red.jpg
8956,7/27/19,White Supremacist Propaganda,South Hero,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""Reject poison,"" ""Life liberty and the pursuit of victory,"" and ""Better dead than red.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
8304,7/26/19,White Supremacist Propaganda,Burlington,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Keep America American,"" ""To ourselves and our posterity,"" and ""Money does not rule you.""",https://www.adl.org/sites/default/files/2019-03/PF%20Money%20does%20not%20rule%20you.jpg
8469,7/26/19,White Supremacist Propaganda,Elgin,IL,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda which featured the group's logo.",https://www.adl.org/sites/default/files/2019-03/PF%20logo.jpg
8497,7/26/19,White Supremacist Propaganda,Fort Worth,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at Tarrant County College that read: ""Better dead than red"" and ""Reject poison.""",https://www.adl.org/sites/default/files/2019-03/PF%20Better%20dead%20than%20red.jpg
8498,7/26/19,White Supremacist Propaganda,Fort Worth,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reclaim America,"" ""To ourselves and our posterity,"" and ""Life liberty and the pursuit of victory.""",https://www.adl.org/sites/default/files/2019-03/PF%20Life%20liberty%20and%20the%20pursuit%20of%20victory.jpg
8571,7/26/19,White Supremacist Propaganda,Hubbardston,MA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty and the pursuit of victory,"" ""Better dead than red,"" and ""Will your speech be hate speech?""",https://www.adl.org/sites/default/files/2019-11/PF%20Will%20your%20speech%20be%20hate%20speech.jpg
8572,7/26/19,White Supremacist Propaganda,Hudson,WI,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""To ourselves and our posterity,"" and ""Money does not rule you.""",https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
9042,7/26/19,White Supremacist Propaganda,Williston,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""America first,"" and ""Better dead than red.""",https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
8171,7/25/19,White Supremacist Propaganda,Pittsburgh,PA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red.""",https://www.adl.org/sites/default/files/2019-03/PF%20Better%20dead%20than%20red.jpg
8210,7/25/19,White Supremacist Propaganda,Appleton,WI,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""Reject poison,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
8249,7/25/19,White Supremacist Propaganda,Benbrook,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""United we stand.""",https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
8436,7/25/19,White Supremacist Propaganda,De Queen,AR,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""Reject poison,"" and ""Better dead than red.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
8466,7/25/19,White Supremacist Propaganda,Edmond,OK,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""United we stand"" and ""Will your speech be hate speech?""",https://www.adl.org/sites/default/files/2019-11/PF%20Will%20your%20speech%20be%20hate%20speech.jpg
